G547N;G547T;G659N;G659T;G691N;G691T;G696N;G696T;G761N;G761T;G220N;G220T;G871N;G871T;G701N;G701T;G576N;G576T;G652N;G652T;G699N;G699T;G850N;G850T;G013N;G013T;G603N;G603T;G026N;G026T;G575N;G575T;G613N;G613T;G702N;G702T;G623N;G623T;G645N;G645T;G529N;G529T;G648N;G648T;G601N;G601T;G727N;G727T;G001N;G001T;G243N;G243T;G531N;G531T;G612N;G612T;G428N;G428T
;;;;;;;;;;;;;;;;;1;;;;5;;;;;;;1;2;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;
;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;15;;;;128;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;
;;;;2;;;;;;;;;;;;;1;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;1;;;;;;;;;;;;4;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
;;;;;;;;;;;;;;;;;;;;;21;1;5;;;;1;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;
;;;;1;;;;1;;;;;;;;;;;;;1;;;;;;;;4;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;1;;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;1;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
;1;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;26;;2;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;1;;;;
;;;;;;;;;;;;;;;;;1;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;1;;;;;;2;;;;1;;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
;;;;;1;;;;1;;;;;;;;;;;;;1;6;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;
;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;1;;;;;;;;;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;7;23;1;4;13;3;1;9;;;21;46;4;9;2;4;31;8;5;;14;5;1;56;26;54;;90;72;108;;77;9;84;;161;63;231;;75;59;145;;34;43;34;2;28;124;73;9;31;32;4;1;21;5
4;9;68;3;10;87;;3;7;2;1;14;81;3;51;1;;27;14;2;;3;2;1;36;3;35;7;7;166;227;7;89;15;63;3;277;29;89;2;19;178;201;1;18;28;29;1;26;1245;205;13;17;18;12;1;;
;;3;;;;1;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;1;;1;;;;1;1;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;2;;;;;;;;;;;;;
1;6;54;2;18;3;10;2;162;4;1;16;126;8;25;6;39;59;4;4;3;5;2;10;36;117;19;3;76;154;193;6;1230;81;213;1;237;60;60;1;384;130;112;;65;85;30;;27;6;1012;84;213;55;66;1;1;1
;1;10;;15;2;4;;108;;1;2;71;1;4;1;10;2;3;2;;;1;;13;11;30;2;12;31;61;;64;3;23;1;36;5;30;1;39;33;84;;34;5;13;1;7;4;337;1;26;6;15;1;2;
;1;9;;3;1;;;;;;;6;;6;;2;5;1;;;1;1;;2;5;2;;;8;2;;16;;11;;25;5;6;;13;25;4;;1;3;;;2;6;26;3;3;1;1;;2;
1;;2;;;;;;;;;;;;3;1;;1;;;;;;;;;;;;1;;;6;;2;;;;;;;6;;;;1;;;;;1;;;;;;;
;2;6;1;1;2;;;;;;;;;1;1;;8;1;1;;3;;;2;2;;;;34;8;;10;6;14;;20;3;2;;6;92;4;;;4;;;;1;9;2;3;19;;;;3
;1;;;2;3;;;;;;1;;2;;;;1;1;1;;;;;3;;;1;;32;4;;3;;15;1;6;2;3;;4;26;2;;3;;1;;;3;5;;;;;;;
1;;;;;;;;;;;;2;;;;;1;;;;;;;2;4;1;;1;14;2;;6;1;2;;4;1;12;;1;6;12;;;1;2;;;;5;;2;2;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;4;;;;1;;;;1;1;1;;;;;;;;3;;;2;;;;
;1;;1;;;;;1;;;;;;;;;3;;;;1;;;;1;;;;7;2;1;2;4;2;;1;7;;;1;4;3;;1;1;;;;;;;;3;;;;
;;;;;;;;1;;;;2;;;;;;;;;;;;;2;;;;1;;;;1;;;;2;;;4;2;;;6;;;;;;2;;9;;18;;;
1;2;5;1;1;6;;;1;;;;1;;1;;;12;;1;;4;;2;6;;6;1;3;44;10;1;33;13;17;;16;20;8;;14;48;14;;1;2;5;;;;19;6;13;6;2;;;1
;1;1;;;3;;;;;;1;1;;;;;;1;;;;;;1;;;;;24;1;;;1;2;1;;;;;;14;1;;;;;;;;;;;;;;;
;;;1;;2;;;1;;1;2;1;;2;;;10;1;1;;5;1;1;;;2;;;6;3;2;3;6;5;6;1;10;3;;4;4;2;;7;2;4;;;;9;9;13;21;19;;;5
;1;;;;;;;;;;2;;1;;;;2;;;;;;;;3;;1;;12;;;;2;2;1;;;2;;6;36;9;;1;;;1;;1;2;1;3;3;3;;;
;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2;;1;;2;;;;;;1;;;;1;1;25;;;;4;2;7;;1;7;;3;1;3;;;;1;;3;4;1;;1;4;3;;2;1;4;;;1;1;;;2;8;;;
;;;;;;;;;;4;5;;;;1;;;;;;;;;2;;1;1;5;2;1;;;3;2;1;;9;1;;5;6;2;;1;2;;;1;2;;2;2;7;3;;;
;1;;;;;;;1;1;;;;;;;;11;;;;5;;;;1;1;;16;;;;;7;1;;;12;;;57;5;;;3;3;;1;;2;1;6;3;15;;;;10
1;;;1;1;1;;1;;;1;2;;;;;;19;;3;;;1;;1;15;1;;22;5;;;1;17;3;;;40;1;;11;8;1;1;;13;;;;26;16;6;5;13;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;2;;;;;4;;;;;;;1;;;;;;;;;;;;;1;;;;2;;;;;;;;;2;;;1;;;;
;;;1;;;;;2;;;2;1;;1;1;;5;;;;2;;;;5;;;1;1;;;2;4;;2;;4;;;15;3;;;1;2;;;;;3;2;1;7;;;;
;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;
;1;;;;2;;;1;;;;1;;;;2;2;;;;1;1;;2;;1;;;9;1;;8;;4;;7;;6;;4;4;16;;1;;2;;;;10;;4;1;3;;;
;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;1;1;;;;;;1;;;;;;;;;;;;1;1;1;;1;1;;4;4;;4;1;2;;2;2;2;;6;7;5;;1;;;;;;5;1;1;2;1;;;
27;39;194;12;76;28;4;20;204;7;29;220;250;99;80;16;83;255;65;20;2;31;24;27;347;424;544;35;298;581;859;6;934;54;787;8;968;263;1621;;407;819;1016;10;117;178;138;5;85;11;711;129;244;250;101;10;69;6
;;1;;1;;;;3;;1;1;6;;1;;;5;1;;1;5;;;1;;11;;3;10;8;;8;7;5;;4;5;28;;4;9;36;;5;10;5;;8;;16;2;5;5;4;1;;
;1;1;1;;;;1;3;;1;4;1;1;;;;15;;1;;;2;;;3;1;2;2;82;2;1;15;9;19;2;5;28;5;;8;67;7;;3;;;;;;6;3;6;21;2;;;2
;6;;1;;1;;;;;;2;4;;;;;;;;;;;;;;;;;;;;3;;1;;;1;;;9;2;3;;;;;;;2;1;;2;1;1;;;
;;;;;1;;;;;;1;;;1;;;;;1;;1;1;1;;;;;;4;;1;2;1;;1;2;;;;;14;;;;;;;;1;3;;;1;;;;
;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;3;;;;;;1;;;;;;;;;;;;;;2;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;
1;;;9;;;;;2;;;;;;1;;;1;;;;1;;9;1;;1;;;;;1;3;1;;;1;;;;1;1;1;;3;1;;;;1;8;29;3;1;2;1;;
;1;7;28;1;2;;;6;;;4;;;7;;1;9;1;;;3;1;76;5;6;;;16;9;3;1;19;23;10;6;4;23;;;38;20;5;;7;6;2;1;;2;4;38;5;8;3;;;4
;;;;;1;;;1;;;1;1;;;;;1;;;;;1;;;;4;;1;18;1;;2;;14;1;5;1;1;;1;9;2;;1;;;;;2;9;1;2;2;1;;;
;;;;;;;;1;;;;4;;3;;;3;1;;;;1;1;5;11;3;;1;4;2;;4;1;5;1;16;8;4;;13;7;8;;;;1;;;1;5;;2;3;;;;
;;;;;;;;;;;;1;;;;;5;;;1;1;;;1;;;;1;11;;;5;7;1;1;;15;1;;8;14;1;;;6;;;;;7;8;1;4;;;;
;1;1;;;;;;;;;;;;;;;4;;;;1;;1;;1;;;1;4;;;1;2;1;1;1;4;;;10;2;;;1;6;;;;;1;4;;8;;;;1
;3;20;3;2;14;;;14;;3;5;18;8;9;3;;12;8;16;;;5;4;27;20;6;1;7;150;35;;126;10;105;3;63;73;42;;45;224;51;1;12;;3;;;6;49;2;41;59;8;;;
3;9;30;19;7;24;;;3;;2;8;9;;9;2;2;87;6;17;;17;4;12;12;31;5;;15;201;8;;26;26;19;1;60;162;15;;121;279;32;1;7;40;1;;;12;160;39;25;136;6;2;;
;;;;;5;;;;;;2;;;;;1;7;;2;;;;1;1;1;;;;16;;;1;1;;;1;3;2;;;12;2;;;;;;;1;2;4;;1;1;;;
;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;
;1;7;2;4;9;;;2;;;5;4;;1;1;2;5;1;;;1;;;6;;3;1;2;42;10;1;11;2;4;1;14;19;6;;13;42;6;;2;;2;;;;37;1;3;10;3;;;4
;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;1;;;;1;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;1;;;;;;1;;;;2;;;1;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;1;;2;;;;;1;5;;;;1;;;;;1;;;1;;;;
;;;;;;;;;;;;;;;;;;1;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;6;2;;;1;1;;6;1;;4;4;1;2;;;9;2;1;1;14;;7;10;6;29;;108;10;13;;;1;15;2;26;17;1;;58;5;4;;7;58;;;5;18;149;31;2;17;1;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;2;;;;;;;
;;1;;;;;;1;;;;;2;;;;1;;;;;;;;;;1;;3;1;;1;;;;4;;;;;5;1;;;1;1;;;;3;1;;1;1;;;
;;;;;;;;;;;;;;;;;1;;;;;;;1;;1;;2;7;;;;2;2;1;1;3;;;1;6;1;;;1;;;;;;1;;3;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2;;;1;1;;;;3;;;;4;;;;;;;2;1;;;;10;;;;1;;;;1;6;;;;;;;
;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;1;;;;;;;;;;;1;1;;;;;1;2;;4;3;;;1;;;;;1;;;;;;;;;;;2;;;;;
;;;;;;;;;;;;;;;;;;;;;1;3;;1;;;;3;7;3;;7;6;4;3;3;5;2;;3;4;1;;3;1;;;;;1;2;1;3;;;;1
1;2;;;1;2;;1;7;;;8;1;1;;;;1;1;3;;5;2;;1;;1;1;;1;;1;1;5;2;;;7;;;5;5;2;1;1;;3;;;;2;3;2;1;2;;;
;2;1;1;1;1;;;16;;1;3;2;2;1;;;2;2;;;6;;2;;5;3;;2;;;;2;4;2;3;;14;6;;14;4;3;;12;;2;;;;2;2;1;4;31;;;
;;1;;;2;1;;;;;;1;;;;1;1;1;;;49;;;;1;;;;26;1;;5;;1;;6;7;2;;4;8;4;;1;7;1;;;3;12;;2;8;1;;;
1;2;5;;;3;1;;4;;2;3;5;6;;;1;5;;3;;;2;1;;;10;;3;8;4;;2;4;12;;8;3;9;;3;25;9;1;;;1;;;2;14;;1;;;;;
2;;7;;;3;;;3;;;1;4;;7;;;4;1;3;;;;;8;6;6;;2;7;8;;22;8;8;;18;11;8;;8;31;11;;2;2;1;1;;1;12;;4;4;1;;;
;2;;2;1;1;;;13;;3;7;25;;1;1;1;6;1;3;;9;2;4;1;8;116;;1;183;64;;7;9;12;1;5;5;70;;3;57;73;;6;15;14;1;35;4;29;10;1;14;5;;;
;1;;5;;;;;;;;2;;;1;;;68;;;;8;;5;;4;;;4;19;;1;2;18;1;1;;61;;;9;31;;;;65;;;;;1;17;1;194;;;1;
;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;3;;;;;;3;;;;1;;;;;;1;1;;;1;;;;1;;1;4;;;2;2;1;;1;1;2;;3;1;1;;4;;2;;;;7;3;2;2;1;;1;
;1;;;;;1;;7;;;4;1;3;;;;7;;2;;6;1;;;8;1;;2;45;3;;;12;5;;7;30;14;;52;61;6;;14;14;1;;;7;55;14;31;18;40;;;
;;;;;;;;;;;;;;;;;1;;1;;1;;;;2;;;;;;;;;1;;;1;;;1;;;;;;;;;;;;;1;;;;
